sequence,observed_at,business.blks_hit,business.blks_read,business.concurrency_detail_bytes,business.concurrency_detail_rows,business.expense_detail_bytes,business.expense_detail_rows,business.table.expense_detail.idx_scans,business.table.expense_detail.idx_tuples_fetched,business.table.expense_detail.live_tuples,business.table.expense_detail.seq_scans,business.table.expense_detail.seq_tuples_read,business.table.final_v5_concurrency_expense_detail.idx_scans,business.table.final_v5_concurrency_expense_detail.idx_tuples_fetched,business.table.final_v5_concurrency_expense_detail.live_tuples,business.table.final_v5_concurrency_expense_detail.seq_scans,business.table.final_v5_concurrency_expense_detail.seq_tuples_read,business.temp_bytes,business.xact_commit,control.activity_active,control.activity_audit_lock_waiters,control.activity_lock_waiters,control.activity_task_lock_waiters,control.approval_events,control.approval_events_bytes,control.audit_events,control.audit_events_bytes,control.audit_head_sequence,control.blks_hit,control.blks_read,control.callback_idempotency,control.callback_idempotency_bytes,control.deadlocks,control.locks_waiting,control.table.approval_events.idx_scans,control.table.approval_events.idx_tuples_fetched,control.table.approval_events.live_tuples,control.table.approval_events.seq_scans,control.table.approval_events.seq_tuples_read,control.table.audit_events.idx_scans,control.table.audit_events.idx_tuples_fetched,control.table.audit_events.live_tuples,control.table.audit_events.seq_scans,control.table.audit_events.seq_tuples_read,control.table.callback_idempotency.idx_scans,control.table.callback_idempotency.idx_tuples_fetched,control.table.callback_idempotency.live_tuples,control.table.callback_idempotency.seq_scans,control.table.callback_idempotency.seq_tuples_read,control.table.task_grants.idx_scans,control.table.task_grants.idx_tuples_fetched,control.table.task_grants.live_tuples,control.table.task_grants.seq_scans,control.table.task_grants.seq_tuples_read,control.table.tasks.idx_scans,control.table.tasks.idx_tuples_fetched,control.table.tasks.live_tuples,control.table.tasks.seq_scans,control.table.tasks.seq_tuples_read,control.task_grants,control.task_grants_bytes,control.tasks,control.tasks_active,control.tasks_archived,control.tasks_awaiting_approval,control.tasks_awaiting_submission,control.tasks_bytes,control.temp_bytes,control.xact_commit,control.xact_rollback,oa.drafts_inferred_control_task_lower_bound,oa.process_rss_bytes,oa.process_threads,oa.process_virtual_bytes
21,2026-08-20T08:11:15.396570657Z,9158300.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2321.000000,23210.000000,176991584.000000,8547.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,6143460.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,13.000000,13311.000000,7194.000000,2776802.000000,10326.000000,3775.000000,20629641.000000,6173.000000,1959.000000,2256.000000,618.000000,171159.000000,12509.000000,12509.000000,1128.000000,31.000000,13329.000000,38372.000000,70209.000000,1128.000000,53.000000,21810.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,86221.000000,1170.000000,1128.000000,24813568.000000,18.000000,2553487360.000000
22,2026-08-20T08:11:45.422117164Z,9158701.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2322.000000,23220.000000,176991584.000000,8561.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,6800719.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,14.000000,15567.000000,7685.000000,3041748.000000,10326.000000,4180.000000,24783321.000000,6173.000000,1959.000000,2256.000000,619.000000,173415.000000,12509.000000,12509.000000,1128.000000,32.000000,14457.000000,38464.000000,75546.000000,1128.000000,53.000000,21810.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,89180.000000,1170.000000,1128.000000,24416256.000000,18.000000,2553487360.000000
23,2026-08-20T08:12:15.39738404Z,9159039.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2323.000000,23230.000000,176991584.000000,8574.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,7257997.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,15.000000,17823.000000,7974.000000,3314461.000000,10326.000000,4420.000000,27244761.000000,6173.000000,1959.000000,2256.000000,620.000000,175671.000000,12509.000000,12509.000000,1128.000000,33.000000,15585.000000,38524.000000,80851.000000,1128.000000,53.000000,21810.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,90942.000000,1170.000000,1128.000000,22900736.000000,18.000000,2553487360.000000
24,2026-08-20T08:12:45.402434981Z,9159471.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2324.000000,23240.000000,176991584.000000,8589.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,7772752.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,16.000000,20079.000000,8322.000000,3591971.000000,10326.000000,4706.000000,30177977.000000,6173.000000,1959.000000,2256.000000,621.000000,177927.000000,12509.000000,12509.000000,1128.000000,34.000000,16713.000000,38590.000000,83664.000000,1128.000000,55.000000,24066.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,93035.000000,1170.000000,1128.000000,22900736.000000,18.000000,2553487360.000000
25,2026-08-20T08:13:15.397546658Z,9159809.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2325.000000,23250.000000,176991584.000000,8602.000000,2.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,8295112.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,17.000000,22335.000000,8666.000000,3875745.000000,10326.000000,4995.000000,33141961.000000,6173.000000,1959.000000,2256.000000,622.000000,180183.000000,12509.000000,12509.000000,1128.000000,35.000000,17841.000000,38656.000000,87477.000000,1128.000000,57.000000,26322.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,95132.000000,1170.000000,1128.000000,22900736.000000,18.000000,2553487360.000000
26,2026-08-20T08:13:45.421677277Z,9160241.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2326.000000,23260.000000,176991584.000000,8617.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,8812167.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,18.000000,24591.000000,9013.000000,4156715.000000,10326.000000,5280.000000,36064921.000000,6173.000000,1959.000000,2256.000000,623.000000,182439.000000,12509.000000,12509.000000,1128.000000,36.000000,18969.000000,38724.000000,92790.000000,1128.000000,57.000000,26322.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,97222.000000,1170.000000,1128.000000,22900736.000000,18.000000,2553487360.000000
27,2026-08-20T08:14:15.398905494Z,9160579.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2327.000000,23270.000000,176991584.000000,8630.000000,1.000000,0.000000,0.000000,0.000000,2256.000000,3768320.000000,10256.000000,14057472.000000,10256.000000,9396547.000000,512.000000,2256.000000,647168.000000,0.000000,0.000000,10.000000,993.000000,2256.000000,19.000000,26847.000000,9426.000000,4427073.000000,10326.000000,5625.000000,39603241.000000,6173.000000,1959.000000,2256.000000,624.000000,184695.000000,12509.000000,12509.000000,1128.000000,37.000000,20097.000000,38804.000000,98115.000000,1128.000000,57.000000,26322.000000,1128.000000,2949120.000000,1128.000000,1128.000000,0.000000,0.000000,0.000000,3227648.000000,0.000000,99727.000000,1170.000000,1128.000000,21917696.000000,18.000000,2553487360.000000
28,2026-08-20T08:14:45.426607579Z,9164944.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2330.000000,23300.000000,176991584.000000,8876.000000,1.000000,0.000000,0.000000,0.000000,2412.000000,4014080.000000,10493.000000,14262272.000000,10493.000000,9621297.000000,512.000000,2412.000000,679936.000000,0.000000,0.000000,10.000000,993.000000,2396.000000,20.000000,29259.000000,9559.000000,4534767.000000,10539.000000,5732.000000,40700639.000000,6593.000000,2099.000000,2396.000000,625.000000,187107.000000,12804.000000,12804.000000,1198.000000,38.000000,21303.000000,40244.000000,105531.000000,1198.000000,57.000000,26322.000000,1206.000000,3121152.000000,1206.000000,1206.000000,0.000000,0.000000,0.000000,3334144.000000,0.000000,102594.000000,1172.000000,1206.000000,25931776.000000,19.000000,2629513216.000000
29,2026-08-20T08:15:15.397796932Z,9179641.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2539.000000,25390.000000,176991584.000000,9506.000000,1.000000,0.000000,0.000000,0.000000,2548.000000,4235264.000000,11318.000000,15507456.000000,11318.000000,10548427.000000,512.000000,2548.000000,720896.000000,0.000000,0.000000,10.000000,993.000000,2544.000000,21.000000,31807.000000,10404.000000,4624209.000000,11384.000000,6249.000000,46471615.000000,7038.000000,2247.000000,2544.000000,626.000000,189655.000000,13809.000000,13809.000000,1273.000000,39.000000,22577.000000,43199.000000,110770.000000,1274.000000,61.000000,31215.000000,1274.000000,3293184.000000,1274.000000,1274.000000,0.000000,0.000000,0.000000,3547136.000000,0.000000,110860.000000,1279.000000,1274.000000,26083328.000000,19.000000,2629513216.000000
30,2026-08-20T08:15:45.426857819Z,9194718.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2748.000000,27480.000000,176991584.000000,10155.000000,1.000000,0.000000,0.000000,0.000000,2685.000000,4472832.000000,12145.000000,16826368.000000,12145.000000,11554709.000000,512.000000,2685.000000,794624.000000,0.000000,0.000000,10.000000,993.000000,2679.000000,22.000000,34492.000000,11239.000000,4714607.000000,12173.000000,6766.000000,52720299.000000,7442.000000,2382.000000,2679.000000,627.000000,192340.000000,14801.000000,14843.000000,1340.000000,39.000000,22577.000000,45995.000000,113755.000000,1340.000000,67.000000,39063.000000,1342.000000,3473408.000000,1343.000000,1342.000000,0.000000,1.000000,0.000000,3735552.000000,0.000000,118944.000000,1388.000000,1343.000000,26603520.000000,19.000000,2629513216.000000
31,2026-08-20T08:16:15.397593464Z,9209930.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,2943.000000,29430.000000,176991584.000000,10833.000000,1.000000,0.000000,0.000000,0.000000,2864.000000,4784128.000000,13052.000000,18178048.000000,13052.000000,12394742.000000,512.000000,2864.000000,851968.000000,0.000000,0.000000,10.000000,993.000000,2864.000000,23.000000,37356.000000,12357.000000,4749973.000000,13051.000000,7158.000000,57700951.000000,7997.000000,2567.000000,2864.000000,628.000000,195204.000000,15877.000000,16096.000000,1432.000000,39.000000,22577.000000,49241.000000,119117.000000,1432.000000,72.000000,45956.000000,1432.000000,3661824.000000,1432.000000,1432.000000,0.000000,0.000000,0.000000,3932160.000000,0.000000,126903.000000,1494.000000,1432.000000,27652096.000000,19.000000,2629513216.000000
32,2026-08-20T08:16:45.427938335Z,9226015.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3146.000000,31460.000000,176991584.000000,11546.000000,1.000000,0.000000,0.000000,0.000000,3066.000000,5120000.000000,13976.000000,19464192.000000,13976.000000,13009744.000000,512.000000,3066.000000,892928.000000,0.000000,0.000000,11.000000,1115.000000,3072.000000,23.000000,37356.000000,13040.000000,4780572.000000,13953.000000,7385.000000,60733211.000000,8603.000000,2769.000000,3073.000000,629.000000,198270.000000,17014.000000,17511.000000,1533.000000,39.000000,22577.000000,52675.000000,125551.000000,1536.000000,79.000000,56343.000000,1533.000000,3932160.000000,1533.000000,1533.000000,0.000000,0.000000,0.000000,4276224.000000,0.000000,134009.000000,1604.000000,1533.000000,28524544.000000,19.000000,2629775360.000000
33,2026-08-20T08:17:15.398088938Z,9232884.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3175.000000,31750.000000,176991584.000000,11913.000000,2.000000,0.000000,0.000000,0.000000,3255.000000,5431296.000000,14263.000000,19808256.000000,14263.000000,13818245.000000,512.000000,3255.000000,933888.000000,0.000000,0.000000,12.000000,1476.000000,3254.000000,23.000000,37356.000000,13576.000000,4858867.000000,14259.000000,7817.000000,66770849.000000,9148.000000,2951.000000,3255.000000,630.000000,201525.000000,17417.000000,18286.000000,1624.000000,39.000000,22577.000000,54649.000000,127624.000000,1626.000000,87.000000,68911.000000,1627.000000,4169728.000000,1628.000000,1627.000000,0.000000,1.000000,0.000000,4554752.000000,0.000000,139851.000000,1611.000000,1628.000000,29069312.000000,19.000000,2629775360.000000
34,2026-08-20T08:17:45.427903184Z,9247930.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3394.000000,33940.000000,176991584.000000,12547.000000,1.000000,0.000000,0.000000,0.000000,3381.000000,5636096.000000,15100.000000,20832256.000000,15100.000000,15044418.000000,512.000000,3381.000000,958464.000000,0.000000,0.000000,13.000000,1999.000000,3375.000000,23.000000,37356.000000,14973.000000,4947933.000000,15115.000000,8356.000000,74793417.000000,9530.000000,3078.000000,3375.000000,631.000000,204906.000000,18412.000000,19281.000000,1687.000000,40.000000,24267.000000,57448.000000,131501.000000,1688.000000,93.000000,78721.000000,1690.000000,4341760.000000,1691.000000,1690.000000,0.000000,1.000000,0.000000,4628480.000000,0.000000,148067.000000,1724.000000,1691.000000,30208000.000000,20.000000,2705539072.000000
35,2026-08-20T08:18:15.397596364Z,9255408.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3395.000000,33950.000000,176991584.000000,12981.000000,2.000000,0.000000,0.000000,0.000000,3656.000000,6078464.000000,15513.000000,21135360.000000,15513.000000,15098080.000000,512.000000,3656.000000,1015808.000000,0.000000,0.000000,14.000000,2851.000000,3655.000000,23.000000,37356.000000,14974.000000,4949210.000000,15535.000000,8356.000000,74793417.000000,10370.000000,3358.000000,3655.000000,632.000000,208562.000000,18972.000000,19841.000000,1827.000000,41.000000,26095.000000,60260.000000,144412.000000,1828.000000,94.000000,80423.000000,1828.000000,4653056.000000,1829.000000,1828.000000,0.000000,0.000000,1.000000,5038080.000000,0.000000,152154.000000,1724.000000,1829.000000,31010816.000000,21.000000,2781302784.000000
36,2026-08-20T08:18:45.426787675Z,9262694.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3396.000000,33960.000000,176991584.000000,13400.000000,1.000000,0.000000,0.000000,0.000000,3931.000000,6512640.000000,15925.000000,21594112.000000,15925.000000,15154105.000000,512.000000,3931.000000,1097728.000000,0.000000,0.000000,14.000000,2851.000000,3923.000000,24.000000,41287.000000,14975.000000,4950986.000000,15934.000000,8356.000000,74793417.000000,11169.000000,3624.000000,3923.000000,633.000000,212493.000000,19512.000000,20381.000000,1962.000000,42.000000,28060.000000,62936.000000,153710.000000,1962.000000,96.000000,84103.000000,1965.000000,4997120.000000,1966.000000,1965.000000,0.000000,1.000000,0.000000,5324800.000000,0.000000,156083.000000,1724.000000,1966.000000,32129024.000000,21.000000,2781302784.000000
37,2026-08-20T08:19:15.399126123Z,9270172.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,3397.000000,33970.000000,176991584.000000,13834.000000,1.000000,0.000000,0.000000,0.000000,4206.000000,6922240.000000,16337.000000,22011904.000000,16337.000000,15211467.000000,512.000000,4206.000000,1146880.000000,0.000000,0.000000,14.000000,2851.000000,4204.000000,25.000000,45493.000000,14976.000000,4953348.000000,16355.000000,8356.000000,74793417.000000,12011.000000,3905.000000,4204.000000,634.000000,216699.000000,20063.000000,20932.000000,2103.000000,43.000000,30163.000000,65756.000000,169697.000000,2102.000000,96.000000,84103.000000,2103.000000,5332992.000000,2103.000000,2103.000000,0.000000,0.000000,0.000000,5750784.000000,0.000000,160158.000000,1724.000000,2103.000000,34299904.000000,21.000000,2781302784.000000
38,2026-08-20T08:19:45.431133554Z,9322894.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4348.000000,43480.000000,176991584.000000,15868.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,16122024.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,26.000000,49767.000000,16131.000000,5000475.000000,19498.000000,8456.000000,76694027.000000,12227.000000,3977.000000,4274.000000,635.000000,220973.000000,23663.000000,24532.000000,2137.000000,44.000000,32300.000000,72918.000000,184599.000000,2137.000000,99.000000,90514.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,172845.000000,2219.000000,2137.000000,34369536.000000,21.000000,2781302784.000000
39,2026-08-20T08:20:15.399075072Z,9326094.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4405.000000,44050.000000,176991584.000000,15985.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,16960386.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,27.000000,54041.000000,16497.000000,5279170.000000,19545.000000,8746.000000,82336557.000000,12227.000000,3977.000000,4274.000000,636.000000,225247.000000,23735.000000,24604.000000,2137.000000,45.000000,34437.000000,73119.000000,186065.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,175187.000000,2230.000000,2137.000000,34369536.000000,21.000000,2781302784.000000
40,2026-08-20T08:20:45.428499857Z,9326526.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4406.000000,44060.000000,176991584.000000,16000.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,17989375.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,28.000000,58315.000000,16945.000000,5558725.000000,19545.000000,9116.000000,89535647.000000,12227.000000,3977.000000,4274.000000,637.000000,229521.000000,23735.000000,24604.000000,2137.000000,46.000000,36574.000000,73208.000000,200413.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,177916.000000,2230.000000,2137.000000,34369536.000000,21.000000,2781302784.000000
41,2026-08-20T08:21:15.398310483Z,9326864.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4407.000000,44070.000000,176991584.000000,16013.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,18783632.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,29.000000,62589.000000,17266.000000,5842615.000000,19545.000000,9386.000000,94789037.000000,12227.000000,3977.000000,4274.000000,638.000000,233795.000000,23735.000000,24604.000000,2137.000000,47.000000,38711.000000,73277.000000,214741.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,179883.000000,2230.000000,2137.000000,34369536.000000,21.000000,2781302784.000000
42,2026-08-20T08:21:45.42678805Z,9327296.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4408.000000,44080.000000,176991584.000000,16028.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,19602866.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,30.000000,66863.000000,17601.000000,6129398.000000,19545.000000,9666.000000,100236997.000000,12227.000000,3977.000000,4274.000000,639.000000,238069.000000,23735.000000,24604.000000,2137.000000,48.000000,40848.000000,73348.000000,229071.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,181933.000000,2230.000000,2137.000000,33656832.000000,21.000000,2781302784.000000
43,2026-08-20T08:22:15.398197413Z,9327603.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4409.000000,44090.000000,176991584.000000,16040.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,20402073.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,31.000000,71137.000000,17928.000000,6422127.000000,19545.000000,9936.000000,105490387.000000,12227.000000,3977.000000,4274.000000,640.000000,242343.000000,23735.000000,24604.000000,2137.000000,49.000000,42985.000000,73417.000000,243399.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,183910.000000,2230.000000,2137.000000,33656832.000000,21.000000,2781302784.000000
44,2026-08-20T08:22:45.427098079Z,9328035.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4410.000000,44100.000000,176991584.000000,16055.000000,1.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,21223523.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,32.000000,75411.000000,18271.000000,6693506.000000,19545.000000,10221.000000,111035632.000000,12227.000000,3977.000000,4274.000000,641.000000,246617.000000,23735.000000,24604.000000,2137.000000,50.000000,45122.000000,73490.000000,257731.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,186005.000000,2230.000000,2137.000000,33656832.000000,21.000000,2781302784.000000
45,2026-08-20T08:23:15.39942624Z,9328373.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4411.000000,44110.000000,176991584.000000,16068.000000,2.000000,0.000000,0.000000,0.000000,4274.000000,7028736.000000,19457.000000,26624000.000000,19457.000000,22118583.000000,512.000000,4274.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4274.000000,33.000000,79685.000000,18650.000000,6974233.000000,19545.000000,10536.000000,117164587.000000,12227.000000,3977.000000,4274.000000,642.000000,250891.000000,23735.000000,24604.000000,2137.000000,51.000000,47259.000000,73567.000000,272067.000000,2137.000000,105.000000,103336.000000,2137.000000,5423104.000000,2137.000000,2137.000000,0.000000,0.000000,0.000000,5857280.000000,0.000000,188298.000000,2230.000000,2137.000000,33656832.000000,21.000000,2781302784.000000
46,2026-08-20T08:23:45.427172031Z,9329168.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4414.000000,44140.000000,176991584.000000,16104.000000,1.000000,0.000000,0.000000,0.000000,4285.000000,7045120.000000,19477.000000,26640384.000000,19477.000000,23061023.000000,512.000000,4285.000000,1155072.000000,0.000000,0.000000,14.000000,2851.000000,4283.000000,34.000000,83970.000000,19057.000000,7244062.000000,19561.000000,10873.000000,123721602.000000,12254.000000,3986.000000,4283.000000,643.000000,255176.000000,23752.000000,24621.000000,2141.000000,52.000000,49401.000000,73742.000000,286573.000000,2141.000000,105.000000,103336.000000,2142.000000,5431296.000000,2143.000000,2142.000000,0.000000,1.000000,0.000000,5857280.000000,0.000000,190887.000000,2232.000000,2143.000000,30617600.000000,21.000000,2781302784.000000
47,2026-08-20T08:24:15.404189349Z,9336442.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4415.000000,44150.000000,176991584.000000,16526.000000,1.000000,0.000000,0.000000,0.000000,4560.000000,7471104.000000,19889.000000,27148288.000000,19889.000000,23115385.000000,512.000000,4560.000000,1212416.000000,0.000000,0.000000,14.000000,2851.000000,4553.000000,35.000000,88530.000000,19058.000000,7250224.000000,19967.000000,10873.000000,123721602.000000,13064.000000,4256.000000,4553.000000,644.000000,259736.000000,24293.000000,25162.000000,2276.000000,53.000000,51681.000000,76457.000000,298154.000000,2277.000000,108.000000,110005.000000,2280.000000,5783552.000000,2280.000000,2280.000000,0.000000,0.000000,0.000000,6152192.000000,0.000000,194839.000000,2232.000000,2280.000000,35561472.000000,21.000000,2781564928.000000
48,2026-08-20T08:24:45.4280524Z,9343759.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,4416.000000,44160.000000,176991584.000000,16946.000000,1.000000,0.000000,0.000000,0.000000,4836.000000,7929856.000000,20303.000000,27484160.000000,20303.000000,23181444.000000,512.000000,4836.000000,1294336.000000,0.000000,0.000000,14.000000,2851.000000,4828.000000,36.000000,93366.000000,19059.000000,7250689.000000,20103.000000,10873.000000,123721602.000000,13888.000000,4531.000000,4833.000000,645.000000,264572.000000,24845.000000,25714.000000,2414.000000,54.000000,54099.000000,79218.000000,316837.000000,2415.000000,108.000000,110005.000000,2418.000000,6135808.000000,2418.000000,2418.000000,0.000000,0.000000,0.000000,6578176.000000,0.000000,198863.000000,2232.000000,2418.000000,36675584.000000,21.000000,2781630464.000000
